objectid,name
4176,"UNIVERSITY OF MAINE"
4177,"UNIVERSITY OF BALTIMORE"
4178,"MIDDLESEX COUNTY COLLEGE"
4179,"WESTERN NEVADA COLLEGE"
418,"LE MOYNE-OWEN COLLEGE"
4180,"CLEVELAND INSTITUTE OF MUSIC"
4181,"CLEVELAND INSTITUTE OF ART"
4182,"NOTRE DAME COLLEGE"
4183,"CLEVELAND STATE UNIVERSITY"
4184,"UNIVERSITY OF MARYLAND-COLLEGE PARK"
4185,"JOHN CARROLL UNIVERSITY"
4186,"OHIO MEDIA SCHOOL-VALLEY VIEW"
4187,"ATLANTA METROPOLITAN STATE COLLEGE"
4188,"ASHFORD UNIVERSITY"
4189,"CITY UNIVERSITY OF SEATTLE"
419,"TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON"
4190,"NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL"
4191,"TEXAS BARBER COLLEGE"
4192,"ALL BEAUTY COLLEGE"
4193,"INTERACTIVE COLLEGE OF TECHNOLOGY-GAINESVILLE"
4194,"EAGLE GATE COLLEGE-LAYTON"
4195,"GEORGIA GWINNETT COLLEGE"
4196,"CALIFORNIA CAREER COLLEGE"
4197,"AMERICAN CAREER COLLEGE-ONTARIO"
4198,"ASHER COLLEGE"
4199,"SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY"
42,"THE JUILLIARD SCHOOL"
420,"RHODES COLLEGE"
4200,"AVI CAREER TRAINING"
4201,"HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-WEST PALM BEACH"
4202,"HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-CASSELBERRY"
4203,"EMPIRE BEAUTY SCHOOL-CHELTENHAM"
4204,"COACHELLA VALLEY BEAUTY COLLEGE-HEMET"
4205,"COASTAL PINES TECHNICAL COLLEGE"
4206,"CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE"
4207,"THE CATHOLIC UNIVERSITY OF AMERICA"
4208,"FLORIDA COLLEGE"
4209,"PIMA MEDICAL INSTITUTE-RENTON"
421,"INTERNATIONAL SCHOOL OF COSMETOLOGY"
4210,"SOUTHEAST TEXAS CAREER INSTITUTE"
4211,"SOUTHWEST TECHNICAL COLLEGE"
4212,"MILWAUKEE CAREER COLLEGE"
4213,"CONCORDIA UNIVERSITY-ANN ARBOR"
4214,"UNIVERSITY OF DETROIT MERCY"
4215,"BROWN AVEDA INSTITUTE-STRONGSVILLE"
4216,"EMPIRE BEAUTY SCHOOL-NORTH HILLS"
4217,"UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES"
4218,"TOUGALOO COLLEGE"
4219,"CITRUS HEIGHTS BEAUTY COLLEGE"
422,"EVANGELICAL THEOLOGICAL SEMINARY"
4220,"MONTANA BIBLE COLLEGE"
4221,"COASTLINE BEAUTY COLLEGE"
4222,"AVEDA FREDRIC'S INSTITUTE-CINCINNATI"
4223,"CDE CAREER INSTITUTE"
4224,"CHARLESTON SCHOOL OF LAW"
4225,"MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN-BRYAN"
4226,"WEBSTER UNIVERSITY"
4227,"THE UNIVERSITY OF MONTANA"
4228,"DIXIE TECHNICAL COLLEGE"
4229,"KC'S SCHOOL OF HAIR DESIGN"
423,"GWYNEDD MERCY UNIVERSITY"
4230,"NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK"
4231,"BARBER SCHOOL OF PITTSBURGH"
4232,"UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER"
4233,"INLAND MASSAGE INSTITUTE"
4234,"BRYANT & STRATTON COLLEGE-WAUWATOSA"
4235,"REMINGTON COLLEGE-HOUSTON SOUTHEAST CAMPUS"
4236,"UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY CAMPUS"
4237,"AMERICAN MUSICAL AND DRAMATIC ACADEMY"
4238,"FORTIS INSTITUTE-NASHVILLE"
4239,"CHAMBERLAIN UNIVERSITY-ILLINOIS"
424,"WADE COLLEGE"
4240,"METROPOLITAN COLLEGE OF NEW YORK"
4241,"MILAN INSTITUTE OF COSMETOLOGY-FAIRFIELD"
4242,"OTTAWA UNIVERSITY-ONLINE"
4243,"PAUL MITCHELL THE SCHOOL-ESANI"
4244,"GEMOLOGICAL INSTITUTE OF AMERICA-NEW YORK"
4245,"EMPIRE BEAUTY SCHOOL-TUCSON"
4246,"BROOKLINE COLLEGE-PHOENIX"
4247,"SOUTHWEST UNIVERSITY OF VISUAL ARTS-TUCSON"
4248,"SWEDISH INSTITUTE A COLLEGE OF HEALTH SCIENCES"
4249,"CROWLEY'S RIDGE COLLEGE"
425,"OTIS COLLEGE OF ART AND DESIGN"
4250,"HARDING UNIVERSITY"
4251,"ARKANSAS NORTHEASTERN COLLEGE"
4252,"NORTHWEST TECHNICAL INSTITUTE"
4253,"UNIVERSITY OF ARKANSAS-FORT SMITH"
4254,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE"
4255,"DICKINSON STATE UNIVERSITY"
4256,"LAKE REGION STATE COLLEGE"
4257,"CALIFORNIA COLLEGE OF THE ARTS"
4258,"CALIFORNIA STATE UNIVERSITY-CHANCELLORS OFFICE"
4259,"UNIVERSITY OF CALIFORNIA-DAVIS"
426,"COLLEGE OF THE REDWOODS"
4260,"UNIVERSITY OF CALIFORNIA-RIVERSIDE"
4261,"CALIFORNIA HAIR DESIGN ACADEMY"
4262,"CASA LOMA COLLEGE-VAN NUYS"
4263,"CET-SAN JOSE"
4264,CET-COLTON
4265,CET-WATSONVILLE
4266,"GEORGIA CAREER INSTITUTE"
4267,"BERRY COLLEGE"
4268,"BRENAU UNIVERSITY"
4269,"CHATTAHOOCHEE TECHNICAL COLLEGE"
427,"TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HOHENWALD"
4270,"HERZING UNIVERSITY-ATLANTA"
4271,"CARRINGTON COLLEGE-BOISE"
4272,"BRIGHAM YOUNG UNIVERSITY-IDAHO"
4273,"UNIVERSITY OF CHICAGO"
4274,"CONCORDIA UNIVERSITY-CHICAGO"
4275,"COYNE COLLEGE"
4276,"ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE"
4277,"ILLINOIS VALLEY COMMUNITY COLLEGE"
4278,"JOHN A LOGAN COLLEGE"
4279,"FEATHER RIVER COMMUNITY COLLEGE DISTRICT"
428,"HAVERFORD COLLEGE"
4280,"FEDERICO BEAUTY INSTITUTE"
4281,"GRADUATE THEOLOGICAL UNION"
4282,"GROSSMONT COLLEGE"
4283,"HUMPHREYS UNIVERSITY-STOCKTON AND MODESTO CAMPUSES"
4284,"MANCHESTER COMMUNITY COLLEGE"
4285,"MITCHELL COLLEGE"
4286,"STRAYER UNIVERSITY-DISTRICT OF COLUMBIA"
4287,"FORT LEWIS COLLEGE"
4288,"CALIFORNIA INSTITUTE OF THE ARTS"
4289,"PITZER COLLEGE"
429,"JOLIE HAIR AND BEAUTY ACADEMY-WILKES-BARRE"
4290,"CLAREMONT MCKENNA COLLEGE"
4291,"CLAREMONT GRADUATE UNIVERSITY"
4292,"COLLEGE OF SAN MATEO"
4293,"SIMPSON UNIVERSITY"
4294,"COLLEGE OF THE SISKIYOUS"
4295,"UPPER IOWA UNIVERSITY"
4296,"UNIVERSITY OF IOWA"
4297,"ASM BEAUTY WORLD ACADEMY"
4298,"ASIAN-AMERICAN INTERNATIONAL BEAUTY COLLEGE"
4299,"OLNEY CENTRAL COLLEGE"
43,"THE HEALTHCARE INSTITUTE"
430,"ASPIRA CITY COLLEGE"
4300,"UNIVERSITY OF ILLINOIS SPRINGFIELD"
4301,"FORDHAM UNIVERSITY"
4302,"CENTRAL CAROLINA TECHNICAL COLLEGE"
4303,"UNIVERSITY OF HAWAII MAUI COLLEGE"
4304,"PAUL MITCHELL THE SCHOOL-KNOXVILLE"
4305,"TENNESSEE SCHOOL OF BEAUTY OF KNOXVILLE INC"
4306,"TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSON"
4307,"UNION UNIVERSITY"
4308,"UNIVERSITY OF HAWAII-WEST OAHU"
4309,"ELEVATE SALON INSTITUTE-CHUBBUCK"
431,"MOORE COLLEGE OF ART AND DESIGN"
4310,"ARTISTIC ACADEMY OF HAIR DESIGN"
4311,"AMERICAN PUBLIC UNIVERSITY SYSTEM"
4312,"NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT"
4313,"JOHN F. KENNEDY UNIVERSITY"
4314,"WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES-PRACTICAL NURSING PROGRAM"
4315,"MOREHOUSE COLLEGE"
4316,"MOREHOUSE SCHOOL OF MEDICINE"
4317,"POINT UNIVERSITY"
4318,"APPLIED TECHNOLOGY SERVICES"
4319,"THE COLLEGE OF IDAHO"
432,"TEXAS WOMAN'S UNIVERSITY"
4320,"NORTHWEST NAZARENE UNIVERSITY"
4321,"WOFFORD COLLEGE"
4322,"EDMONDS COLLEGE"
4323,"ALVERNO COLLEGE"
4324,"CARROLL UNIVERSITY"
4325,"EVERGREEN VALLEY COLLEGE"
4326,"YESHIVA COLLEGE OF THE NATIONS CAPITAL"
4327,"WOODLAND COMMUNITY COLLEGE"
4328,"THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES"
4329,"UNIVERSITY OF CONNECTICUT-AVERY POINT"
433,"FLORIDA TECHNICAL COLLEGE"
4330,"BENNETT CAREER INSTITUTE"
4331,"PAUL MITCHELL THE SCHOOL-SACRAMENTO"
4332,"INTERCOAST COLLEGES-RANCHO CORDOVA"
4333,"FORTIS INSTITUTE-LAWRENCEVILLE"
4334,"PLATT COLLEGE-MILLER-MOTTE TECHNICAL-MACON"
4335,"ALICE LLOYD COLLEGE"
4336,"SAN JOAQUIN VALLEY COLLEGE-TEMECULA"
4337,"LUTHER RICE COLLEGE & SEMINARY"
4338,"CONCORDIA UNIVERSITY-PORTLAND"
4339,"EASTERN OREGON UNIVERSITY"
434,"KEISER UNIVERSITY-FT LAUDERDALE"
4340,"LEWIS & CLARK COLLEGE"
4341,"NORTHWEST COLLEGE-BEAVERTON"
4342,"MOUNT ANGEL SEMINARY"
4343,"VERNON COLLEGE"
4344,"VICTORIA BEAUTY COLLEGE INC"
4345,"STERLING COLLEGE"
4346,"GLEN DOW ACADEMY OF HAIR DESIGN"
4347,"GONZAGA UNIVERSITY"
4348,"LAWRENCE UNIVERSITY"
4349,"CALVIN THEOLOGICAL SEMINARY"
435,"LA BELLE BEAUTY SCHOOL"
4350,"FORTIS INSTITUTE-FORTY FORT"
4351,"GREENE COUNTY VOCATIONAL SCHOOL DISTRICT"
4352,"WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING"
4353,"ALEXANDRIA TECHNICAL & COMMUNITY COLLEGE"
4354,"AMERICAN INDIAN OIC INC"
4355,"HAMRICK SCHOOL"
4356,"UNIVERSITY OF MINNESOTA-MORRIS"
4357,"CENTURA COLLEGE-NORFOLK"
4358,"MISSISSIPPI STATE UNIVERSITY"
4359,"EMPIRE BEAUTY SCHOOL-GREEN BAY"
436,"THE ART INSTITUTE OF ATLANTA"
4360,"TENNESSEE BOARD OF REGENTS"
4361,"CAREER CENTER OF SOUTHERN ILLINOIS"
4362,"NORTH-WEST COLLEGE-WEST COVINA"
4363,"NORTH-WEST COLLEGE-VAN NUYS"
4364,"UNIVERSITY OF SAN FRANCISCO"
4365,"SAN JOSE CITY COLLEGE"
4366,"SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY"
4367,"CONCORDE CAREER COLLEGE-AURORA"
4368,"COLORADO STATE UNIVERSITY-FORT COLLINS"
4369,"ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME"
437,"ORANGE TECHNICAL COLLEGE-ORLANDO CAMPUS"
4370,"HENDERSON STATE UNIVERSITY"
4371,"MESA COMMUNITY COLLEGE"
4372,"DAVIS TECHNICAL COLLEGE"
4373,"ARIZONA STATE UNIVERSITY DIGITAL IMMERSION"
4374,"LOUISIANA DELTA COMMUNITY COLLEGE"
4375,"NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATER"
4376,"MARYVILLE COLLEGE"
4377,"HUNTINGDON COLLEGE"
4378,"STILLMAN COLLEGE"
4379,"FIRST CLASS COSMETOLOGY SCHOOL"
438,"PINELLAS TECHNICAL COLLEGE-CLEARWATER"
4380,"CUYAMACA COLLEGE"
4381,"DESIGN INSTITUTE OF SAN DIEGO"
4382,"UNIVERSITY OF ST FRANCIS"
4383,"SAINT ANTHONY COLLEGE OF NURSING"
4384,"OAKLAND CITY UNIVERSITY"
4385,"INDIANA UNIVERSITY-NORTHWEST"
4386,"ANDERSON UNIVERSITY"
4387,"BUTLER UNIVERSITY"
4388,"CHRISTIAN THEOLOGICAL SEMINARY"
4389,"UNIVERSITY OF VALLEY FORGE"
439,"RADFORD M LOCKLIN TECHNICAL COLLEGE"
4390,"MILLENNIA ATLANTIC UNIVERSITY"
4391,"CUMBERLAND UNIVERSITY"
4392,"UNION PRESBYTERIAN SEMINARY"
4393,"VIRGINIA UNION UNIVERSITY"
4394,"PAUL MITCHELL THE SCHOOL-PASADENA"
4395,"SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY INC"
4396,"HANDS ON THERAPY"
4397,"FORTIS COLLEGE-MONTGOMERY"
4398,"FORTIS INSTITUTE-BIRMINGHAM"
4399,"CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND"
44,"HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION"
440,"RIDGE TECHNICAL COLLEGE"
4400,"STUDIO ACADEMY OF BEAUTY"
4401,"ACADEMY OF HAIR DESIGN-OKLAHOMA CITY"
4402,"UNIVERSAL CAREER SCHOOL"
4403,"COLUMBIA COLLEGE"
4404,"VERMONT COLLEGE OF FINE ARTS"
4405,"MEDIATECH INSTITUTE-HOUSTON"
4406,"THE MODERN COLLEGE OF DESIGN"
4407,"THE SALON PROFESSIONAL ACADEMY-FARGO"
4408,"LYNN UNIVERSITY"
4409,"CHIPOLA COLLEGE"
441,"ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE"
4410,"LORENZO WALKER TECHNICAL COLLEGE"
4411,"FLORIDA INSTITUTE OF TECHNOLOGY"
4412,"FLORIDA STATE UNIVERSITY"
4413,"GEORGE T BAKER AVIATION TECHNICAL COLLEGE"
441371,"Computer Systems Institute"
4414,"BARRETT AND COMPANY SCHOOL OF HAIR DESIGN"
4415,"SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE"
4416,"CAMPBELLSVILLE UNIVERSITY"
4417,"PAUL MITCHELL THE SCHOOL-LEXINGTON"
4418,"HAZARD COMMUNITY AND TECHNICAL COLLEGE"
4419,"KENTUCKY MOUNTAIN BIBLE COLLEGE"
442,"SOUTHEASTERN UNIVERSITY"
4420,"MADISONVILLE COMMUNITY COLLEGE"
4421,"MOREHEAD STATE UNIVERSITY"
4422,"MURRAY STATE UNIVERSITY"
4423,"BIG SANDY COMMUNITY AND TECHNICAL COLLEGE"
4424,"AMERICAN BEAUTY COLLEGE"
4425,L3HARRIS
4426,"UNIVERSITY OF MANAGEMENT AND TECHNOLOGY"
4427,"INTERNATIONAL ACADEMY"
4428,"LAKE TECHNICAL COLLEGE"
4429,"TRAVISS TECHNICAL COLLEGE"
443,"COLLEGE OF EASTERN IDAHO"
4430,"ORANGE TECHNICAL COLLEGE-MID FLORIDA CAMPUS"
4431,"WESLEY COLLEGE"
4432,"BREWSTER TECHNICAL COLLEGE"
4433,"WORSHAM COLLEGE OF MORTUARY SCIENCE"
4434,"SUNCOAST TECHNICAL COLLEGE"
4435,"ST. JOHN VIANNEY COLLEGE SEMINARY"
4436,"ST. THOMAS UNIVERSITY"
4437,"UNIVERSITY OF PHOENIX-ILLINOIS"
4438,"NATIONAL UNIVERSITY OF HEALTH SCIENCES"
4439,"UNIVERSITY OF SAINT MARY OF THE LAKE"
444,"BENE'S CAREER ACADEMY"
4440,"BIG BEND TECHNICAL COLLEGE"
4441,"VALENCIA COLLEGE"
4442,"CLEAR CREEK BAPTIST BIBLE COLLEGE"
4443,"LEEWARD COMMUNITY COLLEGE"
4444,"TIDEWATER TECH-TRADES"
4445,"UNIVERSITY OF LOUISIANA AT MONROE"
4446,"MR LEON'S SCHOOL OF HAIR DESIGN-MOSCOW"
4447,"CANNELLA SCHOOL OF HAIR DESIGN-CHICAGO"
4448,"GEM CITY COLLEGE"
4449,"GRAHAM HOSPITAL SCHOOL OF NURSING"
445,"TALMUDIC COLLEGE OF FLORIDA"
4450,"UPPER CAPE COD REGIONAL TECHNICAL SCHOOL"
4451,"LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT"
4452,"SAUK VALLEY COMMUNITY COLLEGE"
4453,"UNIVERSITY OF EVANSVILLE"
4454,"WASHINGTON COLLEGE"
4455,"HANOVER COLLEGE"
4456,"HOLY CROSS COLLEGE"
4457,"IVY TECH COMMUNITY COLLEGE"
4458,"EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-PERU"
4459,"UNIVERSITY OF MARYLAND GLOBAL CAMPUS"
446,"RASMUSSEN UNIVERSITY-FLORIDA"
4460,"UNIVERSITY OF MAINE AT PRESQUE ISLE"
4461,"UNIVERSITY OF MAINE AT FORT KENT"
4462,"UNIVERSITY OF MAINE AT FARMINGTON"
4463,"THOMAS COLLEGE"
4464,"WEST VIRGINIA JUNIOR COLLEGE-CHARLESTON"
4465,"UNIVERSITY OF MAINE AT MACHIAS"
4466,"THE LANDING SCHOOL"
4467,"ALMA COLLEGE"
4468,"MAINE MARITIME ACADEMY"
4469,"SPA TECH INSTITUTE-WESTBROOK"
447,"NORTH CENTRAL KANSAS TECHNICAL COLLEGE"
4470,"AWARD BEAUTY SCHOOL"
4471,"UNIVERSITY SYSTEM OF MARYLAND"
4472,"BABSON COLLEGE"
4473,"BENTLEY UNIVERSITY"
4474,"BOSTON ARCHITECTURAL COLLEGE"
4475,"BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS INC"
4476,"BRANDEIS UNIVERSITY"
4477,"MCPHS UNIVERSITY"
4478,"NEW ENGLAND LAW-BOSTON"
4479,"DORSEY SCHOOL OF BUSINESS-ROSEVILLE"
448,"STANFORD UNIVERSITY"
4480,"SMITH COLLEGE"
4481,"WENTWORTH INSTITUTE OF TECHNOLOGY"
4482,"EMPIRE BEAUTY SCHOOL-MICHIGAN"
4483,"DAVENPORT UNIVERSITY"
4484,"KALAMAZOO COLLEGE"
4485,"MICHIGAN COLLEGE OF BEAUTY-MONROE"
4486,"LAWRENCE TECHNOLOGICAL UNIVERSITY"
4487,"ROCHESTER UNIVERSITY"
4488,"ROSS MEDICAL EDUCATION CENTER-LANSING"
4489,"WAYNESVILLE CAREER CENTER"
449,"UNIVERSITY OF WYOMING"
4490,"SACRED HEART MAJOR SEMINARY"
4491,"ANOKA TECHNICAL COLLEGE"
4492,"BETHEL UNIVERSITY"
4493,"CONCORDIA UNIVERSITY-SAINT PAUL"
4494,"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS"
4495,"MINNESOTA SCHOOL OF COSMETOLOGY-WOODBURY CAMPUS"
4496,"NORTHWESTERN HEALTH SCIENCES UNIVERSITY"
4497,"ST CLOUD TECHNICAL AND COMMUNITY COLLEGE"
4498,"DELTA BEAUTY COLLEGE"
4499,"EAST MISSISSIPPI COMMUNITY COLLEGE"
45,"THE BEAUTY SCHOOL"
450,"PJ'S COLLEGE OF COSMETOLOGY-GLASGOW"
4500,"COX COLLEGE"
4501,"EDEN THEOLOGICAL SEMINARY"
4502,"PINNACLE CAREER INSTITUTE-SOUTH KANSAS CITY"
4503,"UNIVERSAL TECHNICAL INSTITUTE-AUTO MOTORCYCLE & MARINE MECHANICS INSTITUTE DIVISION-ORLANDO"
4504,"UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-LA JOYA"
4505,"HOUSE OF HEAVILIN BEAUTY COLLEGE-KANSAS CITY"
4506,"SUMMIT SALON ACADEMY KANSAS CITY"
4507,"PAUL MITCHELL THE SCHOOL-MISSOURI COLUMBIA"
4508,"TAYLOR ANDREWS ACADEMY-ST GEORGE"
4509,"STEVENS-THE INSTITUTE OF BUSINESS & ARTS"
451,"NORTHERN KENTUCKY UNIVERSITY"
4510,"BETHANY LUTHERAN COLLEGE"
4511,"SAINT LOUIS CHRISTIAN COLLEGE"
4512,"ST LOUIS COLLEGE OF HEALTH CAREERS-ST LOUIS"
4513,"STATE FAIR COMMUNITY COLLEGE"
4514,"MISSOURI STATE UNIVERSITY-SPRINGFIELD"
4515,"ARTISTIC NAILS AND BEAUTY ACADEMY-TAMPA"
4516,"SALISH KOOTENAI COLLEGE"
4517,"BRYAN COLLEGE OF HEALTH SCIENCES"
4518,"SUMMIT CHRISTIAN COLLEGE"
4519,"NEVADA SYSTEM OF HIGHER EDUCATION-SYSTEM OFFICE"
452,"KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM"
4520,"DARTMOUTH COLLEGE"
4521,"RIVER VALLEY COMMUNITY COLLEGE"
4522,"LAKES REGION COMMUNITY COLLEGE"
4523,"UNIVERSITY SYSTEM OF NEW HAMPSHIRE SYSTEM OFFICE"
4524,"FAIRLEIGH DICKINSON UNIVERSITY-METROPOLITAN CAMPUS"
4525,"HOHOKUS SCHOOL OF TRADE AND TECHNICAL SCIENCES"
4526,"EMPIRE BEAUTY SCHOOL-CHERRY HILL"
4527,"EASTWICK COLLEGE-RAMSEY"
4528,"NEW JERSEY CITY UNIVERSITY"
4529,"NEW MEXICO STATE UNIVERSITY-GRANTS"
453,"CLOYD'S BEAUTY SCHOOL 1 INC"
4530,"NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS"
4531,"SAN JUAN COLLEGE"
4532,"SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE"
4533,"BRITTANY BEAUTY ACADEMY"
4534,"WINONA STATE UNIVERSITY"
4535,"CAPRI COSMETOLOGY LEARNING CENTERS"
4536,"CHRIST THE KING SEMINARY"
4537,"CORNELL UNIVERSITY"
4538,"CUNY LAGUARDIA COMMUNITY COLLEGE"
4539,"HOFSTRA UNIVERSITY"
454,"UNIVERSITY OF WISCONSIN-OSHKOSH"
4540,"LE MOYNE COLLEGE"
4541,"MEDAILLE COLLEGE"
4542,"MERCY COLLEGE"
4543,"MONROE COLLEGE"
4544,"ST BONAVENTURE UNIVERSITY"
4545,"ST. JOSEPH'S COLLEGE OF NURSING"
4546,"THE COLLEGE OF SAINT ROSE"
4547,"TORAH TEMIMAH TALMUDICAL SEMINARY"
4548,"JAMES SPRUNT COMMUNITY COLLEGE"
4549,"QUEENS UNIVERSITY OF CHARLOTTE"
455,"MILWAUKEE SCHOOL OF ENGINEERING"
4550,"THREE RIVERS COLLEGE"
4551,"ROCKINGHAM COMMUNITY COLLEGE"
4552,"SALEM COLLEGE"
4553,"WAKE FOREST UNIVERSITY"
4554,"CAROLINA CHRISTIAN COLLEGE"
4555,"RASMUSSEN UNIVERSITY-NORTH DAKOTA"
4556,"NUETA HIDATSA SAHNISH COLLEGE"
4557,"LINCOLN TECHNICAL INSTITUTE-SOUTH PLAINFIELD"
4558,"KEAN UNIVERSITY"
4559,"NEW JERSEY INSTITUTE OF TECHNOLOGY"
456,"DENHAM SPRINGS BEAUTY SCHOOL"
4560,"SAINT PETER'S UNIVERSITY"
4561,"GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE"
4562,"ROSS MEDICAL EDUCATION CENTER-CINCINNATI"
4563,"MOUNT CARMEL COLLEGE OF NURSING"
4564,"NATIONAL BEAUTY COLLEGE"
4565,"UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS"
4566,"ATLANTIC UNIVERSITY COLLEGE"
4567,"COLUMBIA CENTRAL UNIVERSITY-CAGUAS"
4568,"PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-PONCE"
4569,"ESCUELA DE ARTES PLASTICAS Y DISENO DE PUERTO RICO"
457,"SAINT JOSEPH SEMINARY COLLEGE"
4570,"INTER AMERICAN UNIVERSITY OF PUERTO RICO-BARRANQUITAS"
4571,"INTER AMERICAN UNIVERSITY OF PUERTO RICO-PONCE"
4572,"ANTIOCH UNIVERSITY-SANTA BARBARA"
4573,"ANTIOCH UNIVERSITY-SEATTLE"
4574,"CARIBBEAN UNIVERSITY-PONCE"
4575,"CARIBBEAN UNIVERSITY-VEGA BAJA"
4576,"THANH LE COLLEGE SCHOOL OF COSMETOLOGY"
4577,"SCHOOL OF PROFESSIONAL HORTICULTURE, NEW YORK BOTANICAL GARDEN"
4578,"PORTERVILLE COLLEGE"
4579,"ROSEMEAD BEAUTY SCHOOL"
458,"REMINGTON COLLEGE-LAFAYETTE CAMPUS"
4580,"SACRAMENTO CITY COLLEGE"
4581,"VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING"
4582,"SAMUEL MERRITT UNIVERSITY"
4583,"CHESTER COUNTY INTERMEDIATE UNIT"
4584,"PAUL MITCHELL THE SCHOOL-ST. GEORGE"
4585,"VANGUARD-SENTINEL ADULT CAREER AND TECHNOLOGY CENTER"
4586,"CENTRAL METHODIST UNIVERSITY-COLLEGE OF GRADUATE AND EXTENDED STUDIES"
4587,"GWINNETT COLLEGE-SANDY SPRINGS"
4588,"AVIATION INSTITUTE OF MAINTENANCE-NORFOLK"
4589,"NOVA COLLEGE DE PUERTO RICO"
459,"ABRAHAM BALDWIN AGRICULTURAL COLLEGE"
4590,"PLATT COLLEGE-LAWTON"
4591,"CULVER-STOCKTON COLLEGE"
4592,"ANNENBERG SCHOOL OF NURSING"
4593,"EMPIRE BEAUTY SCHOOL-BORDENTOWN"
4594,"EMPIRE BEAUTY SCHOOL-MONROEVILLE"
4595,"SOUTHERN CAREERS INSTITUTE-SAN ANTONIO"
4596,"PRISM CAREER INSTITUTE-WEST ATLANTIC CITY"
4597,"COLLEGE OF THE MARSHALL ISLANDS"
4598,"PROVO COLLEGE"
4599,"COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE"
46,"K & G 5 STAR BARBER COLLEGE"
460,"BEULAH HEIGHTS UNIVERSITY"
4600,"ROYALE COLLEGE OF BEAUTY AND BARBERING"
4601,"GREATER LOWELL TECHNICAL SCHOOL"
4602,"LINCOLN COLLEGE OF TECHNOLOGY-MARIETTA"
4603,"PATHWAY VOCATIONAL ACADEMY"
4604,"WESTERN GOVERNORS UNIVERSITY"
4605,"MISSOURI COLLEGE OF COSMETOLOGY NORTH"
4606,"UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE"
4607,"UPPER VALLEY EDUCATORS INSTITUTE"
4608,"NEW PROFESSIONS TECHNICAL INSTITUTE"
4609,"ILISAGVIK COLLEGE"
461,"CAPE COD COMMUNITY COLLEGE"
4610,"CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-NORTH DAYTON"
4611,"LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT"
4612,"CENTRAL CAREER INSTITUTE LLC"
4613,"WILLIAM CAREY UNIVERSITY"
4614,"ACADEMY OF HAIR DESIGN-GRENADA"
4615,"ALCORN STATE UNIVERSITY"
4616,"MR LEON'S SCHOOL OF HAIR DESIGN-LEWISTON"
4617,"THE COLLEGE OF HEALTH CARE PROFESSIONS-AUSTIN"
4618,"CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY - COLLEGE OF NURSING"
4619,"CHESTER CAREER COLLEGE"
462,"NATIONAL AVIATION ACADEMY OF NEW ENGLAND"
4620,"MILAN INSTITUTE-SAN ANTONIO INGRAM"
