objectid,name
2474,"LINCOLN TECHNICAL INSTITUTE-EAST WINDSOR"
2475,"INDUSTRIAL MANAGEMENT TRAINING INSTITUTE"
2476,"STONE ACADEMY-WEST HAVEN"
2477,"PAIER COLLEGE OF ART INC"
2478,"GEORGIA COLLEGE & STATE UNIVERSITY"
2479,"ALBANY STATE UNIVERSITY"
248,"PAUL MITCHELL THE SCHOOL-NAMPA"
2480,"EAST GEORGIA STATE COLLEGE"
2481,"SPELMAN COLLEGE"
2482,"GRADY HEALTH SYSTEM PROFESSIONAL SCHOOLS"
2483,"ATLANTA TECHNICAL COLLEGE"
2484,"GORDON STATE COLLEGE"
2485,"WIREGRASS GEORGIA TECHNICAL COLLEGE"
2486,"WILLIAM PENN UNIVERSITY"
2487,"MARSHALLTOWN COMMUNITY COLLEGE"
2488,"NORTHWEST IOWA COMMUNITY COLLEGE"
2489,"SOUTHWESTERN COMMUNITY COLLEGE"
249,"KENNETH SHULER SCHOOL OF COSMETOLOGY-GOOSE CREEK"
2490,"PARKLAND COLLEGE"
2491,"DOMINICAN UNIVERSITY"
2492,"ILLINOIS INSTITUTE OF TECHNOLOGY"
2493,"CITY COLLEGES OF CHICAGO-HAROLD WASHINGTON COLLEGE"
2494,"SAINT XAVIER UNIVERSITY"
2495,"NORTHEASTERN ILLINOIS UNIVERSITY"
2496,"ROBERT MORRIS UNIVERSITY ILLINOIS"
2497,"DANVILLE AREA COMMUNITY COLLEGE"
2498,"PITTSBURG STATE UNIVERSITY"
2499,"FORT HAYS STATE UNIVERSITY"
25,"GALLAUDET UNIVERSITY"
250,"LAMAR UNIVERSITY"
2500,"HUTCHINSON COMMUNITY COLLEGE"
2501,"WILLIAMS COLLEGE"
2502,"WHEATON COLLEGE"
2503,"UNIVERSITY OF MASSACHUSETTS-LOWELL"
2504,"TOWSON UNIVERSITY"
2505,"GOUCHER COLLEGE"
2506,"VERMILION COMMUNITY COLLEGE"
2507,"TREASURE VALLEY COMMUNITY COLLEGE"
2508,"TILLAMOOK BAY COMMUNITY COLLEGE"
2509,"ALVERNIA UNIVERSITY"
251,"AMERICAN BEAUTY ACADEMY-WEST VALLEY CAMPUS"
2510,"READING AREA COMMUNITY COLLEGE"
2511,"UINTAH BASIN TECHNICAL COLLEGE"
2512,"UNIVERSITY OF UTAH"
2513,"COLLECTIV ACADEMY"
2514,"LOWER COLUMBIA COLLEGE"
2515,"COLUMBIA BASIN COLLEGE"
2516,"SEATTLE PACIFIC UNIVERSITY"
2517,"SPOKANE COMMUNITY COLLEGE"
2518,"SAINT NORBERT COLLEGE"
2519,"UNIVERSITY OF WISCONSIN-GREEN BAY"
252,"CHAMBERLAIN UNIVERSITY-NORTH CAROLINA"
2520,"CONCORD UNIVERSITY"
2521,"BLUEFIELD STATE COLLEGE"
2522,"LIPSCOMB UNIVERSITY"
2523,"TENNESSEE STATE UNIVERSITY"
2524,"TREVECCA NAZARENE UNIVERSITY"
2525,"AMERICAN BAPTIST COLLEGE"
2526,"FISK UNIVERSITY"
2527,"DIVINE MERCY UNIVERSITY"
2528,"ALABAMA STATE UNIVERSITY"
2529,"ARKANSAS COLLEGE OF BARBERING AND HAIR DESIGN"
253,"SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY"
2530,"PHILANDER SMITH COLLEGE"
2531,"COLLEGE OF ALAMEDA"
2532,"CHABOT COLLEGE"
2533,"FRESNO PACIFIC UNIVERSITY"
2534,"TAFT COLLEGE"
2535,"SANTIAGO CANYON COLLEGE"
2536,"SAN DIEGO MESA COLLEGE"
2537,"THOMAS JEFFERSON SCHOOL OF LAW"
2538,"SKYLINE COLLEGE"
2539,"CANADA COLLEGE"
254,"CHAMBERLAIN UNIVERSITY-OHIO"
2540,"UNIVERSITY OF REDLANDS"
2541,"CRAFTON HILLS COLLEGE"
2542,"SONOMA STATE UNIVERSITY"
2543,"REGIS UNIVERSITY"
2544,"MERCER UNIVERSITY"
2545,"COLUMBIA THEOLOGICAL SEMINARY"
2546,"AUGUSTANA COLLEGE"
2547,"MCKENDREE UNIVERSITY"
2548,"LINCOLN COLLEGE OF TECHNOLOGY-INDIANAPOLIS"
2549,"PLATT COLLEGE"
255,"THE UNIVERSITY OF TEXAS SYSTEM OFFICE"
2550,"NEW HOPE CHRISTIAN COLLEGE-EUGENE"
2551,"GEORGE FOX UNIVERSITY"
2552,"LA ROCHE UNIVERSITY"
2553,"CLARKS SUMMIT UNIVERSITY"
2554,"EASTFIELD COLLEGE"
2555,"DALLAS THEOLOGICAL SEMINARY"
2556,"CHRISTOPHER NEWPORT UNIVERSITY"
2557,"MOUNT MARY UNIVERSITY"
2558,"MEDICAL COLLEGE OF WISCONSIN"
2559,"GARNET CAREER CENTER"
256,"DEFIANCE COLLEGE"
2560,"WESLEYAN COLLEGE"
2561,"JUDSON UNIVERSITY"
2562,"ROCK VALLEY COLLEGE"
2563,"UNIVERSITY OF INDIANAPOLIS"
2564,"CASE WESTERN RESERVE UNIVERSITY"
2565,"URSULINE COLLEGE"
2566,"WAUKESHA COUNTY TECHNICAL COLLEGE"
2567,"THE SCHOOL OF ARCHITECTURE"
2568,"BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING"
2569,"INDIANA COUNTY TECHNOLOGY CENTER"
257,"BOWLING GREEN STATE UNIVERSITY-FIRELANDS"
2570,"FORTIS COLLEGE-DOTHAN"
2571,"ROCHESTER INSTITUTE OF TECHNOLOGY"
2572,"ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND"
2573,"THE COLLEGE OF WESTCHESTER"
2574,"YESHIVA KARLIN STOLIN"
2575,"YESHIVA DERECH CHAIM"
2576,"ELON UNIVERSITY"
2577,"AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES"
2578,"CINCINNATI COLLEGE OF MORTUARY SCIENCE"
2579,"BRADFORD SCHOOL"
258,"KENT STATE UNIVERSITY AT GEAUGA"
2580,"CONCORDE CAREER COLLEGE-PORTLAND"
2581,"OBLATE SCHOOL OF THEOLOGY"
2582,"PLATT COLLEGE-STVT-MCALLEN"
2583,"SOUTHWEST SCHOOL OF BUSINESS AND TECHNICAL CAREERS-SAN ANTONIO"
2584,"STYLEMASTER COLLEGE OF HAIR DESIGN"
2585,"CHARLESTON SCHOOL OF BEAUTY CULTURE"
2586,"SISTEMA UNIVERSITARIO ANA G. MENDEZ"
2587,"HUMACAO COMMUNITY COLLEGE"
2588,"ICPR JUNIOR COLLEGE-MAYAGUEZ"
2589,"RICHPORT TECHNICAL COLLEGE"
259,"UNION INSTITUTE & UNIVERSITY"
2590,"UNIVERSIDAD DEL SAGRADO CORAZON"
2591,"SEMINARIO EVANGELICO DE PUERTO RICO"
2592,"PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-MAYAGUEZ"
2593,"CLINTON TECHNICAL SCHOOL"
2594,"ROSS MEDICAL EDUCATION CENTER-BRIGHTON"
2595,"ROSS MEDICAL EDUCATION CENTER-ANN ARBOR"
2596,"PIKE-LINCOLN TECHNICAL CENTER"
2597,"CAPITOL SCHOOL OF HAIRSTYLING AND ESTHETICS"
2598,"ROSS MEDICAL EDUCATION CENTER-ROOSEVELT PARK"
2599,"EDIC COLLEGE"
26,"UNIVERSITY OF NORTH CAROLINA AT GREENSBORO"
260,"PURDUE UNIVERSITY GLOBAL"
2600,"LICEO DE ARTE-DISE-O Y COMERCIO"
2601,"ROBERT FIANCE BEAUTY SCHOOLS-NORTH PLAINFIELD"
2602,"LONG ISLAND BEAUTY SCHOOL-HAUPPAUGE"
2603,"DELTA COLLEGE INC"
2604,"EINE INC"
2605,"BALDWIN BEAUTY SCHOOL-NORTH AUSTIN"
2606,"PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE"
2607,"CT AERO TECH SCHOOL"
2608,"CITY COLLEGE-ALTAMONTE SPRINGS"
2609,"WARRENSBURG AREA CAREER CENTER"
261,"PIMA MEDICAL INSTITUTE-DILLON"
2610,"CENTRAL COLLEGE OF COSMETOLOGY"
2611,"CATTARAUGUS ALLEGANY BOCES-PRACTICAL NURSING PROGRAM"
2612,"ORANGE ULSTER BOCES-PRACTICAL NURSING PROGRAM"
2613,"NEW YORK COLLEGE OF HEALTH PROFESSIONS"
2614,"MID-AMERICA TECHNOLOGY CENTER"
2615,"EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER"
2616,"TEXAS COLLEGE OF COSMETOLOGY-SAN ANGELO"
2617,"AUTOMECA TECHNICAL COLLEGE-BAYAMON"
2618,"UNIVERSITY OF PHOENIX-HAWAII"
2619,"PRISM CAREER INSTITUTE-CHERRY HILL"
262,"ARTHUR'S BEAUTY COLLEGE"
2620,"NORTHWEST VISTA COLLEGE"
2621,"ARIZONA STATE UNIVERSITY-POLYTECHNIC"
2622,"ACADEMIA SERRANT INC"
2623,"HENRICO COUNTY-SAINT MARYS HOSPITAL SCHOOL OF PRACTICAL NURSING"
2624,"INTERNATIONAL BEAUTY COLLEGE"
2625,"TRINITY COLLEGE OF PUERTO RICO"
2626,"NORTHEAST TECHNOLOGY CENTER-KANSAS"
2627,"KENNETH SHULER SCHOOL OF COSMETOLOGY-ROCK HILL"
2628,"CET-EL PASO"
2629,"LINCOLN TECHNICAL INSTITUTE-LINCOLN"
263,"NORTHEASTERN OKLAHOMA A&M COLLEGE"
2630,"WAYNE COUNTY SCHOOLS CAREER CENTER"
2631,"TONI & GUY HAIRDRESSING ACADEMY-WORCESTER"
2632,"FINE MORTUARY COLLEGE"
2633,"IYRS SCHOOL OF TECHNOLOGY & TRADES"
2634,"LINFIELD UNIVERSITY-SCHOOL OF NURSING"
2635,"LINFIELD UNIVERSITY-ONLINE AND CONTINUING EDUCATION"
2636,"MIDWEST TECHNICAL INSTITUTE-SPRINGFIELD"
2637,"ADVANCED BARBER COLLEGE AND HAIR DESIGN"
2638,"DAYTONA COLLEGE"
2639,"FLORIDA ACADEMY OF HEALTH & BEAUTY"
264,"UNITED THEOLOGICAL SEMINARY"
2640,"ATA COLLEGE"
2641,"ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX"
2642,"ACE INSTITUTE OF TECHNOLOGY"
2643,"BRANFORD ACADEMY OF HAIR AND COSMETOLOGY"
2644,"ACADEMY OF CAREER TRAINING"
2645,"ACADEMY OF HAIR DESIGN-SPRINGFIELD"
2646,"YESHIVAS BE'ER YITZCHOK"
2647,"THE HAIR ACADEMY"
2648,"AMERICAN CONSERVATORY THEATER"
2649,"WILLIAM WOODS UNIVERSITY"
265,"AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION"
2650,"AMERICAN COLLEGE OF HAIR DESIGN INC"
2651,"COLBY-SAWYER COLLEGE"
2652,"CUNY SYSTEM OFFICE"
2653,"HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION"
2654,"STUDIO JEWELERS"
2655,"HELENE FULD COLLEGE OF NURSING"
2656,"MANHATTAN SCHOOL OF MUSIC"
2657,"MARYMOUNT MANHATTAN COLLEGE"
2658,"NEW YORK SCHOOL OF INTERIOR DESIGN"
2659,"ROCKEFELLER UNIVERSITY"
266,"NEW YORK THEOLOGICAL SEMINARY"
2660,"SCHOOL OF VISUAL ARTS"
2661,"NORTHERN BAPTIST THEOLOGICAL SEMINARY"
2662,"AMERICAN COLLEGE OF EDUCATION"
2663,"LAURUS COLLEGE"
2664,"HEALING HANDS SCHOOL OF HOLISTIC HEALTH"
2665,"PAUL MITCHELL THE SCHOOL-CLEVELAND"
2666,"ROSS MEDICAL EDUCATION CENTER-FORT WAYNE"
2667,"SALON SUCCESS ACADEMY-FONTANA"
2668,"MINERAL COUNTY VOCATIONAL TECHNICAL CENTER"
2669,"DOWNEY ADULT SCHOOL"
267,"AVIATION INSTITUTE OF MAINTENANCE-ORLANDO"
2670,"PAUL MITCHELL THE SCHOOL-HUNTSVILLE"
2671,"PAUL MITCHELL THE SCHOOL-FORT MYERS"
2672,"LIL LOU'S BEAUTY AND BARBER COLLEGE"
2673,"CRISWELL COLLEGE"
2674,"MERKAZ BNOS-BUSINESS SCHOOL"
2675,"DUTCHESS BOCES-PRACTICAL NURSING PROGRAM"
2676,"OMEGA INSTITUTE OF COSMETOLOGY"
2677,"ONONDAGA CORTLAND MADISON BOCES"
2678,"BIRTHWISE MIDWIFERY SCHOOL"
2679,"AVE MARIA SCHOOL OF LAW"
268,"PROFILE INSTITUTE OF BARBER-STYLING"
2680,"IRENE'S MYOMASSOLOGY INSTITUTE"
2681,"P C AGE-JERSEY CITY"
2682,"PC AGE-METROPARK"
2683,"SOUTH FLORIDA INSTITUTE OF TECHNOLOGY"
2684,"MILAN INSTITUTE-SPARKS"
2685,"EMPIRE BEAUTY SCHOOL-FRAMINGHAM"
2686,"BOLD BEAUTY ACADEMY"
2687,"BEIS MEDRASH HEICHAL DOVID"
2688,"ESCUELA HOTELERA DE SAN JUAN"
2689,"INDUSTRIAL TECHNICAL COLLEGE"
269,"PACIFIC RIM CHRISTIAN UNIVERSITY"
2690,"LESTON COLLEGE"
2691,"CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY"
2692,"TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO"
2693,"SPA TECH INSTITUTE-WESTBORO"
2694,"FORTIS INSTITUTE-PORT SAINT LUCIE"
2695,"CDA TECHNICAL INSTITUTE"
2696,"EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE COAMO"
2697,"COLLEGE OF BUSINESS AND TECHNOLOGY-MAIN CAMPUS"
2698,"DEWEY UNIVERSITY-JUANA DÍAZ"
2699,"PALM BEACH ACADEMY OF HEALTH & BEAUTY"
27,"BISHOP STATE COMMUNITY COLLEGE"
270,"MIDWESTERN CAREER COLLEGE"
2700,"LOUISIANA CULINARY INSTITUTE"
2701,"BAIS MEDRASH TORAS CHESED"
2702,"CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY"
2703,"BLUE CLIFF COLLEGE-ALEXANDRIA"
2704,"EMPIRE BEAUTY SCHOOL-HOOKSETT"
2705,"EUPHORIA INSTITUTE OF BEAUTY ARTS & SCIENCES-SUMMERLIN"
2706,"PAUL MITCHELL THE SCHOOL-MIAMI"
2707,"AVEDA INSTITUTE-SOUTH FLORIDA"
2708,"DIGRIGOLI SCHOOL OF COSMETOLOGY"
2709,"LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE"
271,"L'ESPRIT ACADEMY"
2710,"CORINTH ACADEMY OF COSMETOLOGY"
2711,"SOUTHEASTERN COLLEGE-CHARLOTTE"
2712,"YESHIVA TORAS CHAIM"
2713,"CEM COLLEGE-BAYAMON"
2714,"REMINGTON COLLEGE-SHREVEPORT CAMPUS"
2715,"FORTIS COLLEGE-LANDOVER"
2716,"CAREER QUEST LEARNING CENTERS-JACKSON"
2717,"MILAN INSTITUTE OF COSMETOLOGY-RENO"
2718,"PIMA MEDICAL INSTITUTE-ALBUQUERQUE"
2719,"ROBERTO-VENN SCHOOL OF LUTHIERY"
272,"MARKETTI ACADEMY OF COSMETOLOGY"
2720,"CALIFORNIA WESTERN SCHOOL OF LAW"
2721,"SALON SUCCESS ACADEMY-RIVERSIDE"
2722,"HILLTOP BEAUTY SCHOOL"
2723,"BELLUS ACADEMY-EL CAJON"
2724,"LIFE CHIROPRACTIC COLLEGE WEST"
2725,"MENLO COLLEGE"
2726,"MOUNT SAINT MARY'S UNIVERSITY"
2727,"PARDEE RAND GRADUATE SCHOOL"
2728,"DONGGUK UNIVERSITY LOS ANGELES"
2729,"SAN FRANCISCO CONSERVATORY OF MUSIC"
273,"CITY VISION UNIVERSITY"
2730,"UNIVERSITY OF REDLANDS GRADUATE SCHOOL OF THEOLOGY"
2731,"CONCORDE CAREER COLLEGE-SAN BERNARDINO"
2732,"BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY"
2733,"PORTER AND CHESTER INSTITUTE OF HAMDEN"
2734,"FAIRFIELD UNIVERSITY"
2735,"CAPITAL COMMUNITY COLLEGE"
2736,"AMERICAN INSTITUTE-WEST HARTFORD"
2737,"EASTERN COLLEGE OF HEALTH VOCATIONS-LITTLE ROCK"
2738,"NEW TYLER BARBER COLLEGE INC"
2739,"PAUL MITCHELL THE SCHOOL-ARKANSAS"
274,"HUSSIAN COLLEGE-DAYMAR COLLEGE NASHVILLE"
2740,"FREDRICK AND CHARLES BEAUTY COLLEGE"
2741,"SANTA BARBARA BUSINESS COLLEGE-BAKERSFIELD"
2742,"COLUMBIA COLLEGE HOLLYWOOD"
2743,"EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE"
2744,"PACIFIC STATES UNIVERSITY"
2745,"AMERICAN CAREER COLLEGE-LOS ANGELES"
2746,"CONCORDE CAREER COLLEGE-NORTH HOLLYWOOD"
2747,"AMERICAN ACADEMY OF DRAMATIC ARTS-LOS ANGELES"
2748,"MARYMOUNT CALIFORNIA UNIVERSITY"
2749,"UNIVERSITY OF ANTELOPE VALLEY"
275,"WATKINS COLLEGE OF ART DESIGN & FILM"
2750,"ADRIAN'S COLLEGE OF BEAUTY TURLOCK"
2751,"INSTITUTE FOR BUSINESS AND TECHNOLOGY"
2752,"COLORADO SCHOOL OF HEALING ARTS"
2753,"COLLEGEAMERICA-FORT COLLINS"
2754,"IBMC COLLEGE"
2755,"CHEEKS BEAUTY ACADEMY"
2756,"ACADEMY OF NATURAL THERAPY INC"
2757,"THREE RIVERS COMMUNITY COLLEGE"
2758,"NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT"
2759,"DELAWARE STATE UNIVERSITY"
276,"TENNESSEE COLLEGE OF APPLIED TECHNOLOGY NASHVILLE"
2760,"DELAWARE TECHNICAL COMMUNITY COLLEGE-CENTRAL OFFICE"
2761,"DAWN CAREER INSTITUTE LLC"
2762,"DELAWARE COLLEGE OF ART AND DESIGN"
2763,"FLORIDA SCHOOL OF MASSAGE"
2764,"NORTH FLORIDA TECHNICAL COLLEGE"
2765,"CONCORDE CAREER INSTITUTE-MIRAMAR"
2766,"ATLANTIC TECHNICAL COLLEGE"
2767,"CONCORDE CAREER INSTITUTE-JACKSONVILLE"
2768,"HOBE SOUND BIBLE COLLEGE"
2769,"ALLEN COLLEGE"
277,"NORTHEAST MISSISSIPPI COMMUNITY COLLEGE"
2770,"WALDORF UNIVERSITY"
2771,"BRIAR CLIFF UNIVERSITY"
2772,"ESTELLE MEDICAL ACADEMY"
2773,"CAMEO BEAUTY ACADEMY"
2774,"NORTHWESTERN COLLEGE"
2775,"TRINITY INTERNATIONAL UNIVERSITY-ILLINOIS"
2776,"TRINITY COLLEGE OF NURSING & HEALTH SCIENCES"
2777,"RAVENSCROFT BEAUTY COLLEGE"
2778,"CONCORDIA THEOLOGICAL SEMINARY"
2779,"PJ'S COLLEGE OF COSMETOLOGY-CLARKSVILLE"
278,"SAINT LOUIS COMMUNITY COLLEGE"
2780,"ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS"
2781,"SAINT ELIZABETH SCHOOL OF NURSING"
2782,"TRICOCI UNIVERSITY OF BEAUTY CULTURE-LAFAYETTE"
2783,"MANCHESTER UNIVERSITY"
2784,"BETHANY THEOLOGICAL SEMINARY"
2785,"BENEDICTINE COLLEGE"
2786,"WICHITA TECHNICAL INSTITUTE"
2787,"KENTUCKY CHRISTIAN UNIVERSITY"
2788,"LEXINGTON THEOLOGICAL SEMINARY"
2789,"PJ'S COLLEGE OF COSMETOLOGY-BOWLING GREEN"
279,"UNIVERSITY OF NEVADA-LAS VEGAS"
2790,"DIESEL DRIVING ACADEMY-SHREVEPORT"
2791,"STAGE ONE-THE HAIR SCHOOL"
2792,"BATON ROUGE GENERAL MEDICAL CENTER SCHOOL OF NURSING & SCHOOL OF RADIOLOGIC TECHNOLOGY"
2793,"ITI TECHNICAL COLLEGE"
2794,"JOHN JAY BEAUTY COLLEGE"
2795,"BERKSHIRE COMMUNITY COLLEGE"
2796,"MILDRED ELLEY-PITTSFIELD CAMPUS"
2797,"SOUTHEASTERN TECHNICAL INSTITUTE"
2798,"POPE ST JOHN XXIII NATIONAL SEMINARY"
2799,"LONGY SCHOOL OF MUSIC OF BARD COLLEGE"
28,"SIERRA NEVADA UNIVERSITY"
280,"NORTHWEST TECHNOLOGY CENTER-ALVA"
2800,"BLADES SCHOOL OF HAIR DESIGN"
2801,"CENTRAL MAINE COMMUNITY COLLEGE"
2802,"MAINE COLLEGE OF ART"
2803,"COLBY COLLEGE"
2804,"EASTERN MAINE COMMUNITY COLLEGE"
2805,"KENNEBEC VALLEY COMMUNITY COLLEGE"
2806,"HILLSDALE BEAUTY COLLEGE"
2807,"FINLANDIA UNIVERSITY"
2808,"SPRING ARBOR UNIVERSITY"
2809,"FERRIS STATE UNIVERSITY"
281,"TONI & GUY HAIRDRESSING ACADEMY-PLANO"
2810,"NORTHWOOD UNIVERSITY"
2811,"MONTCALM COMMUNITY COLLEGE"
2812,"SPECS HOWARD SCHOOL OF MEDIA ARTS"
2813,"NORTHWESTERN TECHNOLOGICAL INSTITUTE"
2814,"DAVID PRESSLEY SCHOOL OF COSMETOLOGY"
2815,"CARNEGIE INSTITUTE"
2816,"DORSEY SCHOOL OF BUSINESS-MADISON HEIGHTS"
2817,"OAK HILLS CHRISTIAN COLLEGE"
2818,"MARTIN LUTHER COLLEGE"
2819,"FOND DU LAC TRIBAL AND COMMUNITY COLLEGE"
282,"OREGON HEALTH & SCIENCE UNIVERSITY"
2820,"LEECH LAKE TRIBAL COLLEGE"
2821,"CONCORDIA COLLEGE AT MOORHEAD"
2822,"MINNESOTA STATE UNIVERSITY MOORHEAD"
2823,"MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE"
2824,"ST CATHERINE UNIVERSITY"
2825,"SAINT PAUL COLLEGE"
2826,"MODEL COLLEGE OF HAIR DESIGN"
2827,"SAINT CLOUD STATE UNIVERSITY"
2828,"LAKE SUPERIOR COLLEGE"
2829,"HIBBING COMMUNITY COLLEGE"
283,"OREGON STATE UNIVERSITY"
2830,"MISSOURI WESTERN STATE UNIVERSITY"
2831,"NORTH CENTRAL MISSOURI COLLEGE"
2832,"RESEARCH COLLEGE OF NURSING"
2833,"MISSOURI SOUTHERN STATE UNIVERSITY"
2834,"HANNIBAL-LAGRANGE UNIVERSITY"
2835,"STATE TECHNICAL COLLEGE OF MISSOURI"
2836,"SOUTHWEST BAPTIST UNIVERSITY"
2837,"SOUTHEASTERN BAPTIST COLLEGE"
2838,"MERIDIAN COMMUNITY COLLEGE"
2839,"MISSISSIPPI UNIVERSITY FOR WOMEN"
284,"UNIVERSITY OF OREGON"
2840,"MISSISSIPPI DELTA COMMUNITY COLLEGE"
2841,"THE UNIVERSITY OF MONTANA-WESTERN"
2842,"GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY"
2843,"MILES COMMUNITY COLLEGE"
2844,"MONTANA TECHNOLOGICAL UNIVERSITY"
2845,"LEES-MCRAE COLLEGE"
2846,"BEAUFORT COUNTY COMMUNITY COLLEGE"
2847,"CABARRUS COLLEGE OF HEALTH SCIENCES"
2848,"MARS HILL UNIVERSITY"
2849,"NASH COMMUNITY COLLEGE"
285,"PHAGANS CENTRAL OREGON BEAUTY COLLEGE"
2850,"ROBESON COMMUNITY COLLEGE"
2851,"ST. ANDREWS UNIVERSITY"
2852,"VANCE-GRANVILLE COMMUNITY COLLEGE"
2853,"MITCHELLS ACADEMY"
2854,"CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY"
2855,"UNIVERSITY OF NEW MEXICO-LOS ALAMOS CAMPUS"
2856,"ARNOT OGDEN MEDICAL CENTER"
2857,"SOUTHERN UNIVERSITY LAW CENTER"
2858,"THE COLLEGE OF THE FLORIDA KEYS"
2859,"UNIVERSITY OF CENTRAL FLORIDA"
286,"PHAGANS SCHOOL OF HAIR DESIGN"
2860,"TULANE UNIVERSITY OF LOUISIANA"
2861,"AMERICAN INTERNATIONAL COLLEGE"
2862,"WORCESTER STATE UNIVERSITY"
2863,"WASHINGTON ADVENTIST UNIVERSITY"
2864,"ANOKA-RAMSEY COMMUNITY COLLEGE"
2865,"MITCHELL HAMLINE SCHOOL OF LAW"
2866,"UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS"
2867,"DAVIDSON COLLEGE"
2868,"UNIVERSITY OF NEBRASKA AT OMAHA"
2869,"THOMAS EDISON STATE UNIVERSITY"
287,"SUMMIT SALON ACADEMY-PORTLAND"
2870,"ALBANY LAW SCHOOL"
2871,"UNION COLLEGE"
2872,"CAYCE/REILLY SCHOOL OF MASSAGE"
2873,"BRISTOL TECHNICAL EDUCATION CENTER"
2874,"CAPSTONE COLLEGE"
2875,"CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE"
2876,"LIFE PACIFIC UNIVERSITY"
2877,"PACIFIC OAKS COLLEGE"
2878,"MIDDLEBURY INSTITUTE OF INTERNATIONAL STUDIES AT MONTEREY"
2879,"SOUTH BAYLO UNIVERSITY"
288,"GRANITE STATE COLLEGE"
2880,"SAN JOAQUIN VALLEY COLLEGE-RANCHO CORDOVA"
2881,"SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL"
2882,"LYTLES REDWOOD EMPIRE BEAUTY COLLEGE INC"
2883,"SOFIA UNIVERSITY"
2884,"MODERN BEAUTY ACADEMY"
2885,"ST JOHN'S SEMINARY"
2886,"PLATT COLLEGE-AURORA"
2887,"ILIFF SCHOOL OF THEOLOGY"
2888,"NATIONAL AVIATION ACADEMY OF TAMPA BAY"
2889,"FLORIDA SOUTHERN COLLEGE"
289,"OCEAN COUNTY COLLEGE"
2890,"SAINT JOHNS RIVER STATE COLLEGE"
2891,"RINGLING COLLEGE OF ART AND DESIGN"
2892,"INDIAN RIVER STATE COLLEGE"
2893,"ATLANTA SCHOOL OF MASSAGE"
2894,"GUPTON JONES COLLEGE OF FUNERAL SERVICE"
2895,"INTERDENOMINATIONAL THEOLOGICAL CENTER"
2896,"KAUAI COMMUNITY COLLEGE"
2897,"LA JAMES INTERNATIONAL COLLEGE-CEDAR FALLS"
2898,"EMMAUS BIBLE COLLEGE"
2899,"THE SALON PROFESSIONAL ACADEMY-NAMPA"
29,"UNION COLLEGE"
290,"RUTGERS UNIVERSITY-NEW BRUNSWICK"
2900,"BLESSING RIEMAN COLLEGE OF NURSING AND HEALTH SCIENCES"
2901,"BLESSING HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY"
2902,"CAPRI BEAUTY COLLEGE"
2903,"BELL MAR BEAUTY COLLEGE"
2904,"RESURRECTION UNIVERSITY"
2905,"MACCORMAC COLLEGE"
2906,"RUSH UNIVERSITY"
2907,"TELSHE YESHIVA-CHICAGO"
2908,"EAST-WEST UNIVERSITY"
2909,"ILLINOIS COLLEGE OF OPTOMETRY"
291,"RUTGERS UNIVERSITY-NEWARK"
2910,"LINCOLN COLLEGE OF TECHNOLOGY-MELROSE PARK"
2911,"G SKIN & BEAUTY INSTITUTE"
2912,"ETI SCHOOL OF SKILLED TRADES"
2913,"MS ROBERTS ACADEMY OF BEAUTY CULTURE"
2914,"CANNELLA SCHOOL OF HAIR DESIGN-VILLA PARK"
2915,"DON ROBERTS SCHOOL OF HAIR DESIGN"
2916,"COLLEGE OF COURT REPORTING INC"
2917,"TAYLOR INSTITUTE OF COSMETOLOGY II"
2918,"HAYS ACADEMY OF HAIR DESIGN"
2919,"OTTAWA UNIVERSITY-KANSAS CITY"
292,"CENTRAL NEW MEXICO COMMUNITY COLLEGE"
2920,"KEENE STATE COLLEGE"
2921,"RAMAPO COLLEGE OF NEW JERSEY"
2922,"ROWAN COLLEGE OF SOUTH JERSEY GLOUCESTER CAMPUS"
